Title,Year,is_selected,do_finetuning,decision_threshold,Source title
Studying the effect of co-change dispersion on software quality,2013,no,,,Proceedings - International Conference on Software Engineering
"Pair programming and software defects - A large, industrial case study",2013,no,,,IEEE Transactions on Software Engineering
Remaining useful life estimation in rolling bearings utilizing data-driven probabilistic E-support vectors regression,2013,no,,,IEEE Transactions on Reliability
Why don't software developers use static analysis tools to find bugs?,2013,no,,,Proceedings - International Conference on Software Engineering
Mining software repositories for accurate authorship,2013,no,,,"IEEE International Conference on Software Maintenance, ICSM"
Reliability of series-parallel systems with random failure propagation time,2013,no,,,IEEE Transactions on Reliability
Will fault localization work for these failures? An automated approach to predict effectiveness of fault localization tools,2013,no,,,"IEEE International Conference on Software Maintenance, ICSM"
Data science for software engineering,2013,no,,,Proceedings - International Conference on Software Engineering
Evaluation and comparison of mixed effects model based prognosis for hard failure,2013,no,,,IEEE Transactions on Reliability
Deciphering the story of software development through frequent pattern mining,2013,no,,,Proceedings - International Conference on Software Engineering
Toward comprehensible software fault prediction models using bayesian network classifiers,2013,yes,no,,IEEE Transactions on Software Engineering
How does context affect the distribution of software maintainability metrics?,2013,no,,,"IEEE International Conference on Software Maintenance, ICSM"
Normalizing source code vocabulary to support program comprehension and software quality,2013,no,,,Proceedings - International Conference on Software Engineering
Strategies for product-line verification: Case studies and experiments,2013,no,,,Proceedings - International Conference on Software Engineering
How multiple developers affect the evolution of code clones,2013,no,,,"IEEE International Conference on Software Maintenance, ICSM"
Towards the automatic and optimal selection of risk treatments for business processes using a constraint programming approach,2013,no,,,Information and Software Technology
Assessing the cost effectiveness of fault prediction in acceptance testing,2013,yes,no,,IEEE Transactions on Software Engineering
A literature review of research in software defect reporting,2013,no,,,IEEE Transactions on Reliability
Failure prediction based on log files using Random Indexing and Support Vector Machines,2013,no,,,Journal of Systems and Software
FCA-CIA: An approach of using FCA to support cross-level change impact analysis for object oriented Java programs,2013,no,,,Information and Software Technology
Transfer defect learning,2013,yes,no,,Proceedings - International Conference on Software Engineering
Reducing features to improve code change-based bug prediction,2013,yes,no,,IEEE Transactions on Software Engineering
Improvement of trace-driven I-Cache timing attack on the RSA algorithm,2013,no,,,Journal of Systems and Software
Estimating software testing complexity,2013,no,,,Information and Software Technology
Uncertainty quantification in gear remaining useful life prediction through an integrated prognostics method,2013,no,,,IEEE Transactions on Reliability
Efficient software reliability analysis with correlated component failures,2013,no,,,IEEE Transactions on Reliability
Fuzzy failure mode and effects analysis using fuzzy evidential reasoning and belief rule-based methodology,2013,no,,,IEEE Transactions on Reliability
Empirical principles and an industrial case study in retrieving equivalent requirements via natural language processing techniques,2013,no,,,IEEE Transactions on Software Engineering
